,統計番号Statistical code,統計番号Statistical code,品名Description,関税率Tariff rate,関税率Tariff rate,関税率Tariff rate,関税率Tariff rate,関税率Tariff rate,関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),単位Unit,単位Unit
66,204.5,0.0,やぎの肉,無税,,(無税),,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
67,2.05,,,,,,,,,,,,,,,,,,,,,,,,
68,205.0,0.0,馬、ろ馬、ら馬又はヒニーの肉（生鮮のもの及び冷蔵し又は冷凍したものに限る。）,無税,,(無税),,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
69,2.06,,食用のくず肉（牛、豚、羊、やぎ、馬、ろ馬、ら馬又はヒニーのもので、生鮮のもの及び冷蔵し又は冷凍したものに限る。）,,,,,,,,,,,,,,,,,,,,,,
70,206.1,,牛のもの（生鮮のもの及び冷蔵したものに限る。）,,,,,,,,,,,,,,,,,,,,,,
71,,20.0,1 ほほ肉及び頭肉,50%,,(50%),,無税,,,,,,,,50%,,,,,,関税割当数量以内のもの 30%,,,KG
72,,,2 その他のもの,,,,,,,,,,,,,,,,,,,,,,
73,,,(1)臓器及び舌,15%,,12.8%,,無税,,,,,,,,,,,,,,,,,
74,,11.0,－ 舌,,,,,,,関税割当数量以内のもの　7.6%,,,,,,12.8%,,,,,,関税割当数量以内のもの 7.6%,,,KG
75,,19.0,－ その他のもの,,,,,,,関税割当数量以内のもの　7.6%,,,,,,12.8%,,,,,,関税割当数量以内のもの 7.6%,,,KG
76,,90.0,(2)その他のもの,25%,,21.3%,,無税,,,,,,,,21.3%,,,,,,関税割当数量以内のもの 12.7%,,,KG
77,,,牛のもの（冷凍したものに限る。）,,,,,,,,,,,,,,,,,,,,,,
78,206.21,0.0,舌,15%,,12.8%,,無税,,関税割当数量以内のもの　7.6%,,関税割当数量以内のもの　7.6%,,,,12.8%,,,,,,関税割当数量以内のもの 7.6%,,,KG
79,206.22,0.0,肝臓,15%,,12.8%,,無税,,関税割当数量以内のもの　11.5%,,関税割当数量以内のもの　7.6%,,,,12.8%,,,,,,関税割当数量以内のもの 7.6%,,,KG
80,206.29,,その他のもの,,,,,,,,,,,,,,,,,,,,,,
81,,20.0,1 ほほ肉及び頭肉,50%,,(50%),,無税,,関税割当数量以内のもの　30%,,,,,,50%,,,,,,関税割当数量以内のもの 30%,,,KG
82,,,2 その他のもの,,,,,,,,,,,,,,,,,,,,,,
83,,10.0,(1)臓器,15%,,12.8%,,無税,,関税割当数量以内のもの　7.6%,,関税割当数量以内のもの　7.6%,,,,12.8%,,,,,,関税割当数量以内のもの 7.6%,,,KG
84,,90.0,(2)その他のもの,25%,,21.3%,,無税,,関税割当数量以内のもの　19.1%,,関税割当数量以内のもの　12.7%,,,,21.3%,,,,,,関税割当数量以内のもの 12.7%,,,KG
85,206.3,,豚のもの（生鮮のもの及び冷蔵したものに限る。）,,,,,,,,,,,,,,,,,,,,,,
86,,10.0,1 いのししのもの,無税,,(無税),,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
87,,,2 その他のもの,,,,,,,,,,,,,,,,,,,,,,
88,,91.0,(1)臓器,10%,,8.5%,4.3%,無税,,,,,,,,8.5%,,,,,,,,,KG
89,,,(2)その他のもの,(5%),,,,無税,,,,,,,,,,,,,,,,,
90,,93.0,*〔1〕課税価格が1キログラムにつき、部分肉に係る従量税適用限度価格以下のもの,,482円/kg,(482円/kg),,,,,,,,,,,,,,,,,,,KG
91,,92.0,*〔2〕課税価格が1キログラムにつき、部分肉に係る従量税適用限度価格を超え、部分肉に係る分岐点価格以下のもの,,1キログラムにつき部分肉に係る基準輸入価格と課税価格との差額,(482円/kg),,,,,,,,,,,,,,,,,,,KG
92,,99.0,*〔3〕課税価格が1キログラムにつき、部分肉に係る分岐点価格を超えるもの,,4.3%,(4.3%),,,,,,,,,,,,,,,,,,,KG
93,,,豚のもの（冷凍したものに限る。）,,,,,,,,,,,,,,,,,,,,,,
94,206.41,,肝臓,,,,,,,,,,,,,,,,,,,,,,
95,,10.0,1 いのししのもの,無税,,(無税),,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
96,,90.0,2 その他のもの,10%,,8.5%,4.3%,無税,,,,,,,,8.5%,,,,,,,,,KG
97,206.49,,その他のもの,,,,,,,,,,,,,,,,,,,,,,
98,,10.0,1 いのししのもの,無税,,(無税),,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
99,,,2 その他のもの,,,,,,,,,,,,,,,,,,,,,,
100,,91.0,(1)臓器,10%,,8.5%,4.3%,無税,,4.3%,,,,,,8.5%,,,,,,関税割当数量以内のもの 4.3%,,,KG
101,,,(2)その他のもの,(5%),,,,無税,,,,,,,,,,,,,,,,,
102,,93.0,*〔1〕課税価格が1キログラムにつき、部分肉に係る従量税適用限度価格以下のもの,,482円/kg,(482円/kg),,,,関税割当数量以内のもの　(535.53円/kg-課税価格/kg)又は482円/kgのうちいずれか低い税率,,関税割当数量以内のもの (535.53円/kg-課税価格/kg)又は482円/kgのうちいずれか低い税率,,,,,,,,,,,,,KG
103,,92.0,*〔2〕課税価格が1キログラムにつき、部分肉に係る従量税適用限度価格を超え、部分肉に係る分岐点価格以下のもの,,1キログラムにつき部分肉に係る基準輸入価格と課税価格との差額,(482円/kg),,,,関税割当数量以内のもの　535.53円/kg-課税価格/kg,,関税割当数量以内のもの 535.53円/kg-課税価格/kg,,,,,,,,,,,,,KG
104,,99.0,*〔3〕課税価格が1キログラムにつき、部分肉に係る分岐点価格を超えるもの,,4.3%,(4.3%),,,,関税割当数量以内のもの　(535.53円/kg-課税価格/kg)又は2.2%のうちいずれか高い税率,,関税割当数量以内のもの (535.53円/kg-課税価格/kg)又は2.2%のうちいずれか高い税率,,,,,,,,,,,,,KG
105,206.8,0.0,その他のもの（生鮮のもの及び冷蔵したものに限る。）,無税,,(無税),,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
106,206.9,0.0,その他のもの（冷凍したものに限る。）,無税,,(無税),,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
107,2.07,,肉及び食用のくず肉で、第01.05項の家きんのもの（生鮮のもの及び冷蔵し又は冷凍したものに限る。）,,,,,,,,,,,,,,,,,,,,,,
108,,,鶏（ガルルス・ドメスティクス）のもの,,,,,,,,,,,,,,,,,,,,,,
109,207.11,0.0,分割してないもの（生鮮のもの及び冷蔵したものに限る。）,14%,,11.9%,,無税,,関税割当数量以内のもの　7.1%,,,,,,11.9%,関税割当数量以内のもの　8.5%,,,,関税割当数量以内のもの　10.7%,関税割当数量以内のもの 10.7%,,,KG
110,207.12,0.0,分割してないもの（冷凍したものに限る。）,14%,,11.9%,,無税,,関税割当数量以内のもの　7.1%,,,8.5%,,,11.9%,関税割当数量以内のもの　8.5%,,,,関税割当数量以内のもの　10.7%,関税割当数量以内のもの 10.7%,,,KG
111,207.13,,分割したもの及びくずのもの（生鮮のもの及び冷蔵したものに限る。）,,,,,,,,,,,,,,,,,,,,,,
112,,100.0,1 骨付きのもも,20%,,8.5%,,無税,,関税割当数量以内のもの　5.1%,,,,,,8.5%,,,,,関税割当数量以内のもの　7.6%,関税割当数量以内のもの 7.6%,,,KG
113,,200.0,2 その他のもの,12%,,11.9%,,無税,,関税割当数量以内のもの　7.1%,,,8.5%,,,11.9%,関税割当数量以内のもの　8.5%,,,,,関税割当数量以内のもの 10.7%,,,KG
114,207.14,,分割したもの及びくずのもの（冷凍したものに限る。）,,,,,,,,,,,,,,,,,,,,,,
115,,100.0,1 肝臓,10%,,3%,無税,,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
116,,,2 その他のもの,,,,,,,,,,,,,,,,,,,,,,
117,,210.0,(1)骨付きのもも,20%,,8.5%,,無税,,関税割当数量以内のもの　5.1%,,,,,,8.5%,,,,,関税割当数量以内のもの　6.8%,関税割当数量以内のもの 6.8%,,,KG
118,,220.0,(2)その他のもの,12%,,11.9%,,無税,,関税割当数量以内のもの　7.1%,,関税割当数量以内のもの　8.5%,8.5%,,,11.9%,関税割当数量以内のもの　8.5%,,,,関税割当数量以内のもの　8.5%,関税割当数量以内のもの 8.5%,,,KG
119,,,七面鳥のもの,,,,,,,,,,,,,,,,,,,,,,
120,207.24,0.0,分割してないもの（生鮮のもの及び冷蔵したものに限る。）,5%,,3%,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
121,207.25,0.0,分割してないもの（冷凍したものに限る。）,5%,,3%,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
122,207.26,0.0,分割したもの及びくずのもの（生鮮のもの及び冷蔵したものに限る。）,5%,,3%,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
123,207.27,,分割したもの及びくずのもの（冷凍したものに限る。）,,,3%,,,,,,,,,,,,,,,,,,,
124,,100.0,1 肝臓,10%,,,無税,,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
125,,200.0,2 その他のもの,5%,,,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
126,,,あひるのもの,,,,,,,,,,,,,,,,,,,,,,
127,207.41,0.0,分割してないもの（生鮮のもの及び冷蔵したものに限る。）,10%,,9.6%,,無税,無税,,無税,無税,無税,無税,無税,無税,無税,2.6%,2.6%,4.4%,4.4%,無税,8.7%,,KG
128,207.42,0.0,分割してないもの（冷凍したものに限る。）,10%,,9.6%,4.8%,無税,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
129,207.43,0.0,脂肪質の肝臓（生鮮のもの及び冷蔵したものに限る。）,5%,,3%,無税,,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
130,207.44,0.0,その他のもの（生鮮のもの及び冷蔵したものに限る。）,10%,,9.6%,,無税,無税,,無税,無税,無税,無税,無税,無税,無税,2.6%,無税,4.4%,4.4%,6%,8.7%,,KG
131,207.45,,その他のもの（冷凍したものに限る。）,10%,,,,,,,,,,,,,,,,,,,,,
132,,10.0,－ 肝臓,,,3%,無税,,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
133,,90.0,－ その他のもの,,,9.6%,4.8%,無税,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
134,,,がちようのもの,,,,,,,,,,,,,,,,,,,,,,
135,207.51,0.0,分割してないもの（生鮮のもの及び冷蔵したものに限る。）,12.5%,,9.6%,4.8%,無税,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
136,207.52,0.0,分割してないもの（冷凍したものに限る。）,12.5%,,9.6%,4.8%,無税,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
137,207.53,0.0,脂肪質の肝臓（生鮮のもの及び冷蔵したものに限る。）,5%,,3%,無税,,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
138,207.54,0.0,その他のもの（生鮮のもの及び冷蔵したものに限る。）,12.5%,,9.6%,4.8%,無税,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
139,207.55,,その他のもの（冷凍したものに限る。）,,,,,,,,,,,,,,,,,,,,,,
140,,100.0,1 肝臓,10%,,3%,無税,,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
141,,200.0,2 その他のもの,12.5%,,9.6%,4.8%,無税,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
142,207.6,,ほろほろ鳥のもの,,,,,,,,,,,,,,,,,,,,,,
143,,100.0,1 肝臓（冷凍したものに限る。）,10%,,3%,無税,,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
144,,200.0,2 その他のもの,12.5%,,9.6%,4.8%,無税,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
145,2.08,,その他の肉及び食用のくず肉（生鮮のもの及び冷蔵し又は冷凍したものに限る。）,,,,,,,,,,,,,,,,,,,,,,
146,208.1,0.0,うさぎのもの,無税,,(無税),,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
147,208.3,0.0,霊長類のもの,無税,,(無税),,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
148,208.4,,くじら目のもの、海牛目のもの及び鰭脚下目のもの,無税,,,,,,,,,,,,,,,,,,,,,
149,,11.0,－ くじらのもの,,,(無税),,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
150,,90.0,－ その他のもの,,,(無税),,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
151,208.5,0.0,爬虫類のもの,無税,,(無税),,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
152,208.6,0.0,らくだ科のもの,無税,,(無税),,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
153,208.9,,その他のもの,無税,,,,,,,,,,,,,,,,,,,,,
154,,10.0,－ かえるの脚,,,(無税),,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
155,,90.0,－ その他のもの,,,(無税),,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
156,2.09,,家きんの脂肪及び豚の筋肉層のない脂肪（溶出その他の方法で抽出してないもので、生鮮のもの及び冷蔵し、冷凍し、塩蔵し、塩水漬けし、乾燥し又はくん製したものに限る。）,,,,,,,,,,,,,,,,,,,,,,
157,209.1,0.0,豚のもの,10%,,6%,3%,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
158,209.9,0.0,その他のもの,10%,,6%,3%,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
159,2.1,,肉及び食用のくず肉（塩蔵し、塩水漬けし、乾燥し又はくん製したものに限る。）並びに肉又はくず肉の食用の粉及びミール,,,,,,,,,,,,,,,,,,,,,,
160,,,豚の肉,,,,,,,,,,,,,,,,,,,,,,
161,210.11,,骨付きのもも肉及び肩肉並びにこれらを分割したもの（骨付きのものに限る。）,(10%),,,,無税,,,,,,,,,,,,,,,,,
162,,10.0,*〔1〕課税価格が1キログラムにつき、豚肉加工品に係る分岐点価格（豚肉加工品に係る基準輸入価格（関税暫定措置法別表第1の3の2に定める期間内に輸入されるものの区分に応じ、それぞれ同表第4項第1号に定める価格をいう。以下この項及び第16.02項において同じ。）を、当該区分に対応するこの表に定める期間内に輸入されるものの区分に応じ、それぞれこの号の*〔2〕に定める率（例えば、9.8％の場合は0.098）に0.6を加えた数で除し、これに1.5を乗じて得た価格をいう。以下この項及び第16.02項において同じ。）以下のもの,,1キログラムにつき豚肉加工品に係る基準輸入価格に1.5を乗じて得た額と課税価格に0.6を乗じて得た額との差額,"(1,035円/kg)",,,,関税割当数量以内のもの　(577.15円/kg-課税価格/kg×0.6)又は4.3%のうちいずれか高い税率,,,,,,,,,,,,,,,KG
163,,20.0,*〔2〕課税価格が1キログラムにつき、豚肉加工品に係る分岐点価格を超えるもの,,8.5%,(8.5%),,,,関税割当数量以内のもの　4.3%,,,,,,,,,,,,,,,KG
164,210.12,,ばら肉及びこれを分割したもの,(10%),,,,無税,,,,,,,,,,,,,,,,,
165,,10.0,*〔1〕課税価格が1キログラムにつき、豚肉加工品に係る分岐点価格以下のもの,,1キログラムにつき豚肉加工品に係る基準輸入価格に1.5を乗じて得た額と課税価格に0.6を乗じて得た額との差額,"(1,035円/kg)",,,,関税割当数量以内のもの　(577.15円/kg-課税価格/kg×0.6)又は4.3%のうちいずれか高い税率,,,,,,,,,,,,,,,KG
166,,20.0,*〔2〕課税価格が1キログラムにつき、豚肉加工品に係る分岐点価格を超えるもの,,8.5%,(8.5%),,,,関税割当数量以内のもの　4.3%,,,,,,,,,,,,,,,KG
167,210.19,,その他のもの,(10%),,,,無税,,,,,,,,,,,,,,,,,
168,,10.0,*〔1〕課税価格が1キログラムにつき、豚肉加工品に係る分岐点価格以下のもの,,1キログラムにつき豚肉加工品に係る基準輸入価格に1.5を乗じて得た額と課税価格に0.6を乗じて得た額との差額,"(1,035円/kg)",,,,関税割当数量以内のもの　(577.15円/kg-課税価格/kg×0.6)又は4.3%のうちいずれか高い税率,,,,,,,,,,,,,,,KG
