,Unnamed: 0,統計番号Statistical code,統計番号Statistical code.1,品名Description,関税率Tariff rate,関税率Tariff rate.1,関税率Tariff rate.2,関税率Tariff rate.3,関税率Tariff rate.4,関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA).1,関税率（経済連携協定）Tariff rate (EPA).2,関税率（経済連携協定）Tariff rate (EPA).3,関税率（経済連携協定）Tariff rate (EPA).4,関税率（経済連携協定）Tariff rate (EPA).5,関税率（経済連携協定）Tariff rate (EPA).6,関税率（経済連携協定）Tariff rate (EPA).7,関税率（経済連携協定）Tariff rate (EPA).8,関税率（経済連携協定）Tariff rate (EPA).9,関税率（経済連携協定）Tariff rate (EPA).10,関税率（経済連携協定）Tariff rate (EPA).11,関税率（経済連携協定）Tariff rate (EPA).12,関税率（経済連携協定）Tariff rate (EPA).13,関税率（経済連携協定）Tariff rate (EPA).14,関税率（経済連携協定）Tariff rate (EPA).15,関税率（経済連携協定）Tariff rate (EPA).16,関税率（経済連携協定）Tariff rate (EPA).17,関税率（経済連携協定）Tariff rate (EPA).18,関税率（経済連携協定）Tariff rate (EPA).19,関税率（経済連携協定）Tariff rate (EPA).20,関税率Tariff rate.5,単位Unit,単位Unit.1,他法令Law,関税率（経済連携協定）Tariff rate (EPA).21,関税率（経済連携協定）Tariff rate (EPA).22,関税率（経済連携協定）Tariff rate (EPA).23
7986,3.0,,90.0,－ その他のもの,,,"2,523円/kg",,無税,,,,,,,,,,,,,,,,"1,376.18円/kg","1,376.18円/kg","1,376.18円/kg",,,,,,KG,,,,
23469,3.0,,90.0,－ その他のもの,,,"2,523円/kg",,無税,,,,,,,,,,,,,,,,"1,605.55円/kg","1,605.55円/kg","1,605.55円/kg",,,,,,KG,,,,
2564,3.0,,900.0,2 その他のもの,10%,,(10%),,無税,,,,,,,,,関税割当数量以内のもの　8%,,,,,関税割当数量以内のもの　8%,,1.6%,1.7%,1.7%,,,,1.6%,,KG,ILJKFDAN,,,
18047,3.0,,900.0,2 その他のもの,10%,,(10%),,無税,,,,,,,,,関税割当数量以内のもの　8%,,,,,関税割当数量以内のもの　8%,,3.3%,3.3%,3.3%,,,,3.3%,,KG,ILJKFDAN,,,
6038,4.0,3801.9,0.0,その他のもの,3.2%,,(3.2%),無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,2.6%,2.6%,,,KG,,,,
21521,4.0,3801.9,0.0,その他のもの,3.2%,,(3.2%),無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,2.9%,2.9%,,,KG,,,,
9892,4.0,5702.1,0.0,ケレムラグ、シュマックラグ、カラマニラグその他これらに類する手織りの敷物,6%,,(6%),4.8%,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,4.9%,無税,,SM,KG,CR,,,
25375,4.0,5702.1,0.0,ケレムラグ、シュマックラグ、カラマニラグその他これらに類する手織りの敷物,6%,,(6%),4.8%,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,5.5%,無税,,SM,KG,CR,,,
10171,4.0,6001.22,0.0,人造繊維製のもの,9.6%,,7.9%,6.32%,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,6.5%,無税,,,KG,,,,
25654,4.0,6001.22,0.0,人造繊維製のもの,9.6%,,7.9%,6.32%,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,7.2%,無税,,,KG,,,,
11293,4.0,6601.99,0.0,その他のもの,6.4%,,4.3%,3.44%,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,3.8%,3.8%,,,NO,KG,,,,
26778,4.0,6601.99,0.0,その他のもの,6.4%,,4.3%,3.44%,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,4%,4%,,,NO,KG,,,,
11303,4.0,6702.9,0.0,その他の材料製のもの,4.6%,,3.9%,3.12%,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,,,,,KG,,3.4%,3.4%,3.4%
26788,4.0,6702.9,0.0,その他の材料製のもの,4.6%,,3.9%,3.12%,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,,,,,KG,,3.7%,3.7%,3.7%
11410,4.0,6902.1,0.0,マグネシウム、カルシウム又はクロムを酸化マグネシウム、酸化カルシウム又は三酸化二クロムとして計算した重量が、単独で又は合計して全重量の50％を超えるもの,2.2%,,1.5%,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,1.3%,1.3%,1.3%,,,MT,,,,
26895,4.0,6902.1,0.0,マグネシウム、カルシウム又はクロムを酸化マグネシウム、酸化カルシウム又は三酸化二クロムとして計算した重量が、単独で又は合計して全重量の50％を超えるもの,2.2%,,1.5%,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,1.4%,1.4%,1.4%,,,MT,,,,
1382,4.0,702.0,0.0,トマト（生鮮のもの及び冷蔵したものに限る。）,5%,,3%,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,0.4%,無税,無税,無税,2.6%,2.6%,,,,KG,FDPL,,,
16865,4.0,702.0,0.0,トマト（生鮮のもの及び冷蔵したものに限る。）,5%,,3%,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,0.8%,無税,無税,無税,2.8%,2.8%,,,,KG,FDPL,,,
13032,4.0,8301.4,0.0,その他の錠,4.1%,,2.7%,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,2.2%,2.2%,,,KG,,,,
28517,4.0,8301.4,0.0,その他の錠,4.1%,,2.7%,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,2.5%,2.5%,,,KG,,,,
86,4.0,,10.0,－ ロインのもの,,,,,,,関税割当数量以内のもの　30.8%,,,,,,,,,,,,27%,,24.1%,24.2%,24.2%,,,,24.1%,,KG,FDAN,,,
15569,4.0,,10.0,－ ロインのもの,,,,,,,関税割当数量以内のもの　30.8%,,,,,,,,,,,,27.6%,,25%,25%,25%,,,,25%,,KG,FDAN,,,
10951,4.0,,10.0,－ 毛布（起毛したものに限る。）,,,,,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,4.6%,5%,,NO,KG,,,,
26436,4.0,,10.0,－ 毛布（起毛したものに限る。）,,,,,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,5%,5.1%,,NO,KG,,,,
2380,4.0,,100.0,1 いぐさ、七島い（キュペルス・テゲティフォルミス）及び莞草（キュペルス・エクサルタトゥス）,10%,,8.5%,,無税,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,3.1%,1.4%,1.4%,1.4%,7.4%,,,,,KG,PL,,,
17863,4.0,,100.0,1 いぐさ、七島い（キュペルス・テゲティフォルミス）及び莞草（キュペルス・エクサルタトゥス）,10%,,8.5%,,無税,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,3.9%,2.8%,2.8%,2.8%,8%,,,,,KG,PL,,,
25824,4.0,,100.0,1 羊毛製又は繊獣毛製のもの,10.9%,,(10.9%),,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,10.2%,10.2%,,NO,KG,,,,
10341,4.0,,100.0,1 羊毛製又は繊獣毛製のもの,10.9%,,(10.9%),,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,9.5%,9.5%,,NO,KG,,,,
3691,4.0,,110.0,－ しよ糖の含有量が全重量の50％以上のもの,,※12.1%,,,,,,,,,,,（24%）,,,,,,,,12%,12%,12%,（24%）,,,,,KG,SPFD,,,
19174,4.0,,110.0,－ しよ糖の含有量が全重量の50％以上のもの,,※14.5%,,,,,,,,,,,※14.5%,,,,,,,,14.4%,14.4%,14.4%,24%,,,,,KG,SPFD,,,
2959,4.0,,111.0,－ その他の乳製品に係る共通の限度数量以内のもの,,25%,(25%),,,,,,,,,,,,,,,,,,4.1%,14.6%,14.6%,,,,,,KG,FMFD,,,
18442,4.0,,111.0,－ その他の乳製品に係る共通の限度数量以内のもの,,25%,(25%),,,,,,,,,,,,,,,,,,8.3%,16.7%,16.7%,,,,,,KG,FMFD,,,
12787,4.0,,20.0,2 課税価格が1キログラムにつき242円を超え250円以下のもの,(250円－課税価格)/kg,,4.30円/kg,2.58円/kg又は((250円－課税価格)×0.6)/kgのうちいずれか低い税率,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,0.78円/kg又は((250円-課税価格)×2/11)/kgのうちいずれか低い税率,1.56円/kg又は((250円-課税価格)×4/11)/kgのうちいずれか低い税率,2.35円/kg又は（（250円-課税価格）×6/11）/kgのうちいずれか低い税率,無税,無税,3.76円/kg又は((250円-課税価格)×14/16)/kgのうちいずれか低い税率,3.76円/kg又は((250円-課税価格)×14/16)/kgのうちいずれか低い税率,,,,KG,,,,
28272,4.0,,20.0,2 課税価格が1キログラムにつき242円を超え250円以下のもの,(250円－課税価格)/kg,,4.30円/kg,2.58円/kg又は((250円－課税価格)×0.6)/kgのうちいずれか低い税率,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,1.17円/kg又は((250円-課税価格)×3/11)/kgのうちいずれか低い税率,1.95円/kg又は((250円-課税価格)×5/11)/kgのうちいずれか低い税率,2.74円/kg又は（（250円-課税価格）×7/11）/kgのうちいずれか低い税率,無税,無税,4.03円/kg又は((250円-課税価格)×15/16)/kgのうちいずれか低い税率,4.03円/kg又は((250円-課税価格)×15/16)/kgのうちいずれか低い税率,,,,KG,,,,
8856,4.0,,21.0,(1)合成繊維又はこれとアセテート繊維を合わせたものの重量が全重量の50％を超えるもの,8%,,6.6%,5.28%,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,5.4%,無税,,,KG,,,,
24339,4.0,,21.0,(1)合成繊維又はこれとアセテート繊維を合わせたものの重量が全重量の50％を超えるもの,8%,,6.6%,5.28%,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,6%,無税,,,KG,,,,
9265,4.0,,900.0,2 その他のもの,8%,,6.6%,5.28%,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,5.4%,無税,,,KG,,,,
24748,4.0,,900.0,2 その他のもの,8%,,6.6%,5.28%,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,6%,無税,,,KG,,,,
2894,5.0,1803.1,0.0,脱脂してないもの,10%,,5%,3.5%,無税,無税,,無税,無税,無税,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,4.1%,4.1%,4.1%,無税,,KG,FD,,,
18377,5.0,1803.1,0.0,脱脂してないもの,10%,,5%,3.5%,無税,無税,,無税,無税,無税,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,4.5%,4.5%,4.5%,無税,,KG,FD,,,
19528,5.0,2402.1,0.0,葉巻たばこ、シェルート及びシガリロ（たばこを含有するものに限る。）,20%,,16%,,無税,,無税,,,,無税,,16%,無税,,,,,,,10.1%,10.2%,10.2%,,,,,,KG,,,,
4045,5.0,2402.1,0.0,葉巻たばこ、シェルート及びシガリロ（たばこを含有するものに限る。）,20%,,16%,,無税,,無税,,,,無税,,16%,無税,,,,,,,8.7%,8.7%,8.7%,,,,,,KG,,,,
5925,5.0,3502.11,0.0,乾燥したもの,10%,,8%,6.4%,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,無税,無税,無税,無税,無税,無税,7%,7%,,無税,,KG,FD,,,
21408,5.0,3502.11,0.0,乾燥したもの,10%,,8%,6.4%,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,無税,無税,無税,無税,無税,無税,7.5%,7.5%,,無税,,KG,FD,,,
9266,5.0,5501.19,0.0,その他のもの,8%,,6.6%,5.28%,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,5.4%,無税,,,KG,,,,
24749,5.0,5501.19,0.0,その他のもの,8%,,6.6%,5.28%,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,6%,無税,,,KG,,,,
11268,5.0,6504.0,0.0,帽子（組んだもの及びストリップ（材料を問わない。）を組み合わせて作つたものに限るものとし、裏張りしてあるかないか又はトリミングしてあるかないかを問わない。）,5.3%,,4.4%,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,3.6%,3.6%,,DZ,KG,,,,
26753,5.0,6504.0,0.0,帽子（組んだもの及びストリップ（材料を問わない。）を組み合わせて作つたものに限るものとし、裏張りしてあるかないか又はトリミングしてあるかないかを問わない。）,5.3%,,4.4%,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,4%,4%,,DZ,KG,,,,
11411,5.0,6902.2,0.0,アルミナ（Al2O3）若しくはシリカ（SiO2）又はこれらの相互の混合物若しくは化合物の含有量が全重量の50％を超えるもの,2.2%,,1.5%,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,1.3%,1.3%,,,MT,,,,
26896,5.0,6902.2,0.0,アルミナ（Al2O3）若しくはシリカ（SiO2）又はこれらの相互の混合物若しくは化合物の含有量が全重量の50％を超えるもの,2.2%,,1.5%,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,1.4%,1.4%,,,MT,,,,
13033,5.0,8301.5,0.0,留金及び留金付きフレームで、錠と一体のもの,4.1%,,2.7%,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,2.2%,無税,,,KG,,,,
28518,5.0,8301.5,0.0,留金及び留金付きフレームで、錠と一体のもの,4.1%,,2.7%,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,2.5%,無税,,,KG,,,,
1785,5.0,901.21,0.0,カフェインを除いてないもの,20%,,12%,10%,無税,,無税,,,,,,12%,無税,無税,1.3%,,無税,無税,無税,無税,無税,無税,10.5%,10.5%,,無税,,KG,FDPL,,,
17268,5.0,901.21,0.0,カフェインを除いてないもの,20%,,12%,10%,無税,,無税,,,,,,12%,無税,無税,1.9%,,無税,無税,無税,無税,無税,無税,11.3%,11.3%,,無税,,KG,FDPL,,,
10111,5.0,,10.0,1 プラスチック又はゴムを染み込ませ、塗布し、被覆し又は積層したもの,4.2%,,3.5%,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,3.1%,3.1%,,,KG,,,,
25594,5.0,,10.0,1 プラスチック又はゴムを染み込ませ、塗布し、被覆し又は積層したもの,4.2%,,3.5%,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,3.3%,3.3%,,,KG,,,,
7691,5.0,,100.0,1 いぐさ製又は七島い製のもの,6%,,(6%),,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,2.2%,無税,無税,無税,5.3%,,,,SM,KG,PLAN,,,
23174,5.0,,100.0,1 いぐさ製又は七島い製のもの,6%,,(6%),,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,2.7%,無税,無税,無税,5.6%,,,,SM,KG,PLAN,,,
7025,5.0,,100.0,"1 携帯用化粧道具入れ（貴金属、これを貼り若しくはめつきした金属、貴石、半貴石、真珠、さんご、象牙又はべつこうを使用したもののうち、課税価格が1個につき6,000円を超えるものに限る。）",20%,,16%,,無税,,無税,無税,無税,無税,無税,,無税,無税,無税,無税,無税,無税,2.9%,,8.7%,8.7%,8.7%,14%,14%,,,NO,KG,WA,,,
22508,5.0,,100.0,"1 携帯用化粧道具入れ（貴金属、これを貼り若しくはめつきした金属、貴石、半貴石、真珠、さんご、象牙又はべつこうを使用したもののうち、課税価格が1個につき6,000円を超えるものに限る。）",20%,,16%,,無税,,無税,無税,無税,無税,無税,,無税,無税,無税,無税,無税,無税,4.4%,,10.1%,10.2%,10.2%,15%,15%,,,NO,KG,WA,,,
10595,5.0,,100.0,1 毛皮付きのもの,16%,,12.8%,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,●無税～11.2%,11.2%,11.2%,,NO,KG,CR,,,
26080,5.0,,100.0,1 毛皮付きのもの,16%,,12.8%,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,●無税～12%,12%,12%,,NO,KG,CR,,,
3883,5.0,,100.0,1 砂糖を加えたもの,22.4%,,13.4%,,無税,,無税,,,無税,,,5%,無税,,,無税,無税,2.4%,4.9%,2.2%,2.2%,2.2%,11.7%,11.7%,,,,L,FD,,,
19366,5.0,,100.0,1 砂糖を加えたもの,22.4%,,13.4%,,無税,,無税,,,無税,,,5%,無税,,,無税,無税,3.7%,6.1%,4.4%,4.5%,4.5%,12.6%,12.6%,,,,L,FD,,,
3692,5.0,,190.0,－ その他のもの,,,,,,,,,,,,,24%,,,,,,,,12%,12%,12%,24%,,,,,KG,FD,,,
19175,5.0,,190.0,－ その他のもの,,,,,,,,,,,,,24%,,,,,,,,14.4%,14.4%,14.4%,24%,,,,,KG,FD,,,
87,5.0,,20.0,－ かた、うで及びもものもの,,,,,,,関税割当数量以内のもの　30.8%,,,,,,,,,,,,27%,,24.1%,24.2%,24.2%,,,,24.1%,,KG,FDAN,,,
15570,5.0,,20.0,－ かた、うで及びもものもの,,,,,,,関税割当数量以内のもの　30.8%,,,,,,,,,,,,27.6%,,25%,25%,25%,,,,25%,,KG,FDAN,,,
957,5.0,,200.0,2 その他のもの,25%,,21.3%,,無税,,,,,,,,21.3%,,,,,,,,11.6%,11.6%,11.6%,21.3%,,,,,KG,FDAN,,,
16440,5.0,,200.0,2 その他のもの,25%,,21.3%,,無税,,,,,,,,21.3%,,,,,,,,13.5%,13.6%,13.6%,21.3%,,,,,KG,FDAN,,,
21742,5.0,,21.0,－－ バイオマス（動植物に由来する有機物（原油、石油ガス、可燃性天然ガス及び石炭並びにこれらから製造される製品を除く。）をいう。）から製造したものである旨が政令で定めるところにより証明されたもの（以下この項において「バイオポリエチレン」という。）,,無税,,,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,,,,KG,,,,
6259,5.0,,21.0,－－ バイオマス（動植物に由来する有機物（原油、石油ガス、可燃性天然ガス及び石炭並びにこれらから製造される製品を除く。）をいう。）から製造したものである旨が政令で定めるところにより証明されたもの（以下この項において「バイオポリエチレン」という。）,,無税,,,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,（2.4%又は8.15円/kgのうちいずれか低い税率）,無税,無税,無税,無税,,,,,KG,,,,
12646,5.0,,210.0,(1)酸化ニッケル（銅の含有量が全重量の1.5％以下のものに限る。）,5.8%,,3%,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,（オーストラリア、カナダ及びニュージーランドに対する待遇）　1.6% （他の締約国に対する待遇）　無税,無税,無税,2.6%,,,,,KG,,,,
